a,b,c
0.015319,-0.0079373,2.4624
0.014681,-0.0088411,2.4659
0.014043,-0.0069731,2.4516
0.013404,-0.0061819,2.4218
0.012766,-0.0036387,2.3953
0.012128,-0.0020468,2.4123
0.011489,-0.001546,2.3879
0.010851,0.0015472,2.4192
