a,b,c
0.015319,-0.0063133,2.4376
0.014681,-0.0053367,2.475
0.014043,-0.0043483,2.4596
0.013404,-0.0060508,2.4262
0.012766,-0.0019811,2.4078
0.012128,-0.0016612,2.3991
0.011489,-0.0020472,2.4021
0.010851,0.00022406,2.3538
