a,b,c
0.032876,2.4506,-0.015625
0.031044,2.4506,0.015068
0.029212,2.4506,0.022203
0.027381,2.4477,0.080597
0.025549,2.4477,0.14216
0.023717,2.4477,0.21969
0.021885,2.4477,0.27303
0.020054,2.4364,0.36178
0.018222,2.4364,0.4084
0.01639,2.4364,0.45135
0.014559,2.4364,0.46209
0.012727,2.4213,0.52268
