a,b,c
0.012727,2.4506,-2.8124e-05
0.014559,2.4506,2.7122e-05
0.01639,2.4506,3.9966e-05
0.018222,2.4477,0.00014507
0.020054,2.4477,0.00025589
0.021885,2.4477,0.00039544
0.023717,2.4477,0.00049146
0.025549,2.4364,0.0006512
0.027381,2.4364,0.00073511
0.029212,2.4364,0.00081243
0.031044,2.4364,0.00083176
0.032876,2.4213,0.00094082
